Person Name mentioned in the news,Organization Name mentioned in the news,City/ State mentioned under the news,Created_date_time,Key word Used for identify the article,HDFC Bank Name under News / Article,Web link of news
"Nippon India, SBI, Mirae Asset Emerging Bluechip Fund, Nokia, ET Markets, ET India Inc., The Economic Times Digital Payments Forum, Indian Armed Forces News, Para Commandos, Marine Commandos, Amazon, the Directorate General Resettlement, Fulfilment Centres, Amazon Indiaâs, Military Veterans Employment, Integrated Defence Staff, Indian Coast Guard, HAL, the Indian Armed Forces, DRDO, Air Force, the Air Force, Navy, SC, GRSE Yard, Bank of Baroda, Indian Army, the Indian Army, PLA, FICCI AGM, the Manohar Parrikar Institute for Defence Studies and Analyses, Gnani.ai, ANI, the Department of Military Affairs, NDC, BECA, Ministry of Defence, Times NowRussia, ECHS, Alpha Design Technologies Ltd, ADTL, Rajya Sabha, State, NCC, Indian Air Force, Indo-Japan Navy, ï¼JSDF, CDS, Pentagon, IMA, UN, Security Council, the United Nations, Director IIT Delhi, the Indian Navy, the Indian Navy's, Chinese Foreign Ministry, Armed Forces Medical Services, DGAFMS, the Armed Forces Medical Services, Jaipur Foot USA, Hindustan Aeronautics Limited's, Defence PSUs, the Ordnance Factory Board, IAF, Hanwha Defense, Hanwha Defence, Larsen & Toubro, ET Online, High Court, The Bucket Brigade, Truecaller, Indian Army's, Facebook, TikTok, Tinder, PUBG, Instagram, SCO, Shanghai Cooperation Organisation, Congress, PMO, The Southern Naval Command, SNC, the Ministry of Defence, Indian Armed forces, the Indian Air Force's, Defence Ministry, Israel Weapons Industries, The Indian Armed Forces', NDA, L&T MBDA Missile Systems, LTMMSL, Jindal Defence, the Ministry of External Affairs, CII, Assocham, Ficci, DGISPR, SIPRI, the Indian Ordnance Factories, Bharat Electronics Limited, BEL, the Rajya Sabha, Cabinet, Corps of Army Air Defence, the Army Air Defence Centre, the Corps of Army Air Defence, the Integrated Defence Staff, Al Jazeera, Kamov, The Indian Navy, Eastern Army, Eastern Command, Bitbns, Wipro, Citibank, Infosys, Sensex Live, IRCTC, Hyundai, Health News, IT News, IT Security News, AdAge India, Times of India, Bombay Times, ET Prime, Times Internet Limited, Bennett, Coleman & Co. Ltd., Times Syndication Service,","India, Car Nicobar, Dhaka, Bangladesh, China, Jammu and Kashmir, Pakistan, Mathura, Ladakh, Bengaluru, Uzbekistan, Tajikistan, Philippines, Indonesia, Maldives, US, Beijing, Kazakhstan, Russia, Moscow, New Delhi, Kargil, Leh, Stakna, Tibet, Bengaluru-, North Korea, Kyrgyzstan, Kochi, Jaisalmer, Manesar, a Special Economic Zone, Coimbatore, Tamil Nadu, Brazil, the United States, Chennai, Puducherry, Kerala, West Bengal, Bangalore, Colombia,",nan,2021-02-27 19:33:51.349458,"terror, ",YES,https://economictimes.indiatimes.com/news/indian-armed-forces-news
"BJP, Congress, UN, MEA, the Working Group, the Ministry of External Affairs(MEA, OIC, J&K, the United Nations Analytical Support and Sanctions Monitoring Team, Indian Foreign Service, Govt, DGCA, Union, Pak High Commission, ANI, the Pakistan High Commission, the United Stateâs, Jaish-e-Mohammad, JeM, MoS, DMRK, TMC, LDF, ABP, Raegr, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, MEA, China, Pak, Pakistan, New Delhi, US, Islamabad, Iraq, Iran, Baghdad, Erbil, Nankana Sahib, Punjab province, Chennai, France, Pathankot, Mazar-e-Sharif, North Korea, Democratic People's Republic of Korea, DMRK, Kerala, Pune, Bengaluru, Covid, Dharavi, Bombay, Goa, Arunachal Pradesh, Manipur, Bangalore, Mumbai, West Bengal, Tamil Nadu, Loksatta,",nan,2021-02-27 19:34:31.744681,"terror, ",No,https://indianexpress.com/about/mea/
"BJP, Congress, UN, United Nations, UNITED NATIONS NEWS, the United Nations, MEA, the Working Group, U.N., the United Nations Development Programme, UNDP, Supreme Court, al-Qaeda, Islamic State, the Refugee Orchestra Project, Jaish-e-Mohammed, TMC, LDF, ABP, Govt, Raegr, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, Pak, Pakistan, Ethiopia, Tigray, U.S., Myanmar, Pearl, Syria, Raqqa, the United States, New York, New Delhi, China, Madheshi, Kerala, Pune, Bengaluru, Covid, Dharavi, Bombay, Goa, Punjab, Arunachal Pradesh, Manipur, Bangalore, Mumbai, West Bengal, Tamil Nadu, Loksatta,",nan,2021-02-27 19:35:25.984994,"terror, ",No,https://indianexpress.com/about/united-nations/
"Nippon India, SBI, Mirae Asset Emerging Bluechip Fund, Nokia, ET Markets, ET India Inc., The Economic Times Digital Payments Forum, Bajaj Auto's, ASEAN, the Ministry of External Affairs, MEA, LAC, Punjab National Bank, PNB, The Ministry of External Affairs, Pune International Centre, the Maldivian Foreign Ministry, the UN Security Council, UNSC, AstraZeneca, External Affairs Ministry, Agriculture, the Rajya Sabha, the Bureau of Outreach and Communication, BOC, State, Google, Capitol Hill, the US State Department's, UNICEF, the Serum Institute of India, Novavax, Sputnik, COVAX, Lok Sabha, the Working Mechanism for Consultation and Coordination, WMCC, Rashtrapati Bhavan, NEC, Chinese Foreign Ministry, the Gulf News, Congress, LeT, APJG, Asia Pacific Joint Group, FATF, the ministry of skill development and enterprises, MSDE, Global Pravasi Rishta, The External Affairs Ministry, CPV&OIA, MHA, Kolkata Football League, United Nations Security Council, âExternal Affairs Ministry, the European Union, DEA, Cabinet, Bharat Biotech, Biological E, Parliament, the Foreign Office, FO, Bharat Biotech Limited, the Indian High Commission, G20, the Research and Information System for Developing Countries, RIS, EU, Nigerian High Commission, BRICS, the Shanghai Cooperation Organisation, SCO, Federal Investigative Agency, FIA, Bitbns, Wipro, Citibank, Infosys, Sensex Live, IRCTC, Hyundai, Health News, IT News, IT Security News, AdAge India, Times of India, Bombay Times, ET Prime, Times Internet Limited, Bennett, Coleman & Co. Ltd., Times Syndication Service,","India, China, Moscow, UK, US, Mauritius, Maldives, Australia, Japan, Bhutan, Russia, Dominican Republic, Canada, Delhi, Bangladesh, Nepal, Myanmar, Seychelles, Sri Lanka, Afghanistan, Washington, California, Davis, Denmark, UP, Brazil, Pakistan, Arunachal Pradesh, Tibet, UAE, France, New Delhi, Kutch, Qatar, Dhaka, Jingtang, Hebei province, United Kingdom, Hyderabad, Ottawa, EU, Kathmandu, Meghalaya, Ladakh, Mumbai, Sudan, Paris, Philippines, Tamil Nadu, Puducherry, Kerala, West Bengal, Bangalore, Colombia,",nan,2021-02-27 19:40:13.139120,"money launder, terror, ",YES,https://economictimes.indiatimes.com/news/ministry-of-external-affairs
"The Indian Express, Asian College of Journalism, PWD, BJP, South MCD, SDMC Budget, NGT, DDA, PM, AAP, VHP, Environment Pollution (Prevention and Control) Authority, MCDs, Govt, TMC, LDF, ABP, Raegr, Xiaomi, Twitter, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Delhi, North MCD, Kotwali, Chandni Chowk, Mangolpuri, Tikri, Ghazipur, Mundka, Singhu, Uttar Pradesh, Pakistan, Pune, Bengaluru, Sri Lanka, Kerala, Covid, Dharavi, Bombay, Goa, Punjab, Arunachal Pradesh, Manipur, Bangalore, Mumbai, West Bengal, Tamil Nadu, Loksatta,",nan,2021-02-27 19:59:08.830792,"terror, ",No,https://indianexpress.com/profile/author/abhinav-rajput/
"BJP, Congress, UN, Anti Terrorism Squad, Indian Premier League, Mumbai Indians, ATS, the Indian Army, ISI, UP ATS, PTI, CRPF, the Yerawada Central Jail, SU, Anti-Terrorism Squad, TMC, LDF, ABP, Govt, Raegr, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, Ambani, Mumbai, South Africa, Zimbabwe, Mozambique, Malawi, Pak, Uttar Pradesh, UP, Lucknow, Varanasi, Pune, Yerawada, Rajkot, Junagadh, Ahmedabad, Maharashtra, Mumbra, Kerala, Bengaluru, Covid, Dharavi, Bombay, Goa, Punjab, Arunachal Pradesh, Manipur, Bangalore, West Bengal, Tamil Nadu, Loksatta,",nan,2021-02-27 20:00:09.802826,"terror, ",No,https://indianexpress.com/about/anti-terrorism-squad/
"BJP, Congress, UN, National Investigation Agency, NIA, NATIONAL INVESTIGATION AGENCY, Indian Premier League, Mumbai Indians, ISIS, the Islamic State, SFJ, UAPA, the Indian Army, Gonda, Balakot, Al-Qaeda, al-Qaeda, Falah-e-Aam Trust, Charity Alliance, Human Welfare, JK Yateem Foundation, Salvation Movement, JK Voice of Victims, Punjab Police, Ministry of Home Affairs, Jaish-e-Muhammad, TMC, LDF, ABP, Govt, Raegr, PSA Raghavan, AMC, ICC, BMC, FIFA, PSU, UPSC, CSK, KKR, CBSE, Bangalore News, Express Group, The Indian Express, The Financial Express, MyInsuranceClub, DNPA, The Indian Express [,","Bangla, Hindi, India, Sri Lanka, Gujarat, Delhi, SC, Bengal, Assam, Ambani, Mumbai, Bombay, Kalyan, the Indian State, Uttar Pradesh, Mugaljot, Khorahasa, Pakistan, Nagrota, Bengaluru, J&K, Jammu and Kashmir, Punjab, US, Kerala, Pune, Covid, Dharavi, Goa, Arunachal Pradesh, Manipur, Bangalore, West Bengal, Tamil Nadu, Loksatta,",nan,2021-02-27 20:00:56.697485,"terror, ",No,https://indianexpress.com/about/national-investigation-agency-nia/
"U.N., IS, ISIS, Hindu, THG PUBLISHING PVT LTD, Defence, BJP, Congress, NRC, Motera, GCA, White House, USISPF, CAA, Madras HC, Govt, NSO, Cabinet, MNM, Centre for Science and Environment, Supreme Court, the Union of India, Pranab, Parliament, The Hindu, Dorseyâs Square, Boeing, RSS, Bharatiya Mazdoor Sangh, Indian National Congress, Young World Club,","India, Maldives, Ahmedabad, U.S., Gujarat, China, United States, The United States, Iraq, Syria, US, the United States, America, U.P., Agra, Bukhara, Sabarmati Ashram, Kerala, Jammu, Tamil Nadu, DMK, Maharashtra, Hapur, Andhra Pradesh, Coimbatore, Himachal, Vietnam, West Bengal, TN, Puducherry, Assam, Karnataka, Iran, Hyderabad, Bengaluru, Delhi, Mumbai, Madurai, Bihar, Sri Lanka,",nan,2021-02-27 20:28:49.350888,"terror, ",No,https://www.thehindu.com/news/national/modi-is-a-tough-negotiator-says-trump/article30902681.ece
"Supreme Court, the Supreme Court, Constitution Bench, the Supreme Court of India, The Hindu, THG PUBLISHING PVT LTD, Dorseyâs Square, Congress, Govt, CDC Group, Equitas Holdings, Boeing, RSS, Bharatiya Mazdoor Sangh, Madras High Court, Indian National Congress, Young World Club,","Pangong Tso, Shaheen Bagh, China, India, Japan, Naypyitaw, Himachal, Kerala, Vietnam, West Bengal, Tamil Nadu, Hapur, Jammu, U.S., TN, Puducherry, Assam, U.K., Karnataka, Iran, Hyderabad, Bengaluru, Andhra Pradesh, Delhi, Mumbai, Madurai, Bihar, DMK, Sri Lanka, Maharashtra,",nan,2021-02-27 20:41:40.022848,"terror, ",No,https://www.thehindu.com/opinion/lead/the-pressing-need-to-adjudicate-not-mediate/article33874422.ece?utm_source=lead&utm_medium=sticky_footer
"Administration, The Hindu, THG PUBLISHING PVT LTD, Dorseyâs Square, Congress, Govt, CDC Group, Equitas Holdings, Boeing, RSS, Bharatiya Mazdoor Sangh, Madras High Court, Indian National Congress, Young World Club,","India, Pangong Tso, China, Saudi Arabia, Washington, Iran, West Bengal, Japan, Naypyitaw, Himachal, Kerala, Vietnam, Tamil Nadu, Hapur, Jammu, U.S., TN, Puducherry, Assam, U.K., Karnataka, Hyderabad, Bengaluru, Andhra Pradesh, Delhi, Mumbai, Madurai, Bihar, DMK, Sri Lanka, Maharashtra,",nan,2021-02-27 20:45:35.482960,"terror, ",No,https://www.thehindu.com/opinion/lead/reframing-indias-foreign-policy-priorities/article33552868.ece
"GFC, UNU Press, Tamil Tigers, the Balsillie School of International Affairs, the Centre for International Governance Innovation, CIGI, the University of Waterloo, Hindu, THG PUBLISHING PVT LTD, IIT, The Hindu, Microsoft, SpaceX, Maruti Suzuki, NASA, IMA, Health Ministry, Madhav Kumar Nepal, High Court, Facebook, U.N. Human Rights Council, CSE, Congress, BJP, Motera, NIA, Young World Club,","Pangong Tso, Koyambedu Juction, Chennai, Brazil, China, India, Chile, Singapore, Guinea Bissau, Sri Lanka's, Waterloo, Ontario, Andhra Pradeshâs, Arunachal Pradesh, Patanjali, Coronil, Australia, Mumbai, Odisha, Karnataka, Delhi, Dallas, Tamil Nadu, Maharashtra, Pakistan, Hyderabad, Bengaluru, Kerala, Madurai, Bihar,",nan,2021-02-27 20:52:50.959218,"drug trafficking, terror, money launder, ",No,https://www.thehindu.com/opinion/lead/The-dark-side-of-globalisation/article15514462.ece
"NDTV, Congress, BJP, Twitter, Defence,","INDIA, Jammu, New Delhi, UK, London, Bengaluru, Puducherry, Mumbai, Assam, Sivasagar, India, China, Tamil Nadu, England,",nan,2021-02-27 21:25:34.676633,"money launder, ",No,https://www.ndtv.com/cheat-sheet
"NDTV, Congress, BJP, Goods And Services Tax, AIIMS, Samsung, NDTV 24x7, NDTV India, India Inc, India Inc's, Indie Film Club, City Express, Hindustan Times Leadership Summit, Nasdaq, NDTV Special, NDTV Tech Conclave, NDTV Yuva, NDTV-Fortis Health4U, News 360, Newstime India, NSE, Sawaal India Ka, The Election Centre, The Village Voice, Yeh Film, Youth For Change, NDTV Convergence Limited,","India, UK, Jammu, Nashik, Kerala, Bengal, Tamil Nadu, Assam, Baba Ka Dhaaba, Banega Swasth India, Bano India, Delhi, Desh Pradesh, New Zealand, Kurukshetra, Mahindra, Davos, Paksh Vipaksh,",nan,2021-02-27 21:32:02.202688,"money launder, ",No,https://www.ndtv.com/video/news/left-right-centre/nirav-modi-extradition-corrupt-system-was-working-with-nirav-modi-mukul-rohatgi-577011
"NDTV, Flipboard Magazine,","India, Uttar Pradesh's, Baghpat, Baraut, Srinagar,",nan,2021-02-27 21:35:12.105478,"terror, ",No,https://www.ndtv.com/video/special/caught-on-camera-871
"NDTV, Samsung, NDTV 24x7, NDTV India, India Inc, India Inc's, Indie Film Club, City Express, Hindustan Times Leadership Summit, Nasdaq, NDTV Special, NDTV Tech Conclave, NDTV Yuva, NDTV-Fortis Health4U, News 360, Newstime India, NSE, Sawaal India Ka, The Election Centre, The Village Voice, Yeh Film, Youth For Change, Tata Sons, NDTV Convergence Limited, Flipboard Magazine,","India, Baba Ka Dhaaba, Banega Swasth India, Bano India, Delhi, Desh Pradesh, New Zealand, Kurukshetra, Mahindra, Davos, Paksh Vipaksh, Mumbai,",nan,2021-02-27 21:47:47.981788,"terror, ",No,https://www.ndtv.com/video/list/shows/ideas-for-change?hp
"NDTV, Samsung, NDTV 24x7, NDTV India, India Inc, India Inc's, Indie Film Club, City Express, Hindustan Times Leadership Summit, Nasdaq, NDTV Special, NDTV Tech Conclave, NDTV Yuva, NDTV-Fortis Health4U, News 360, Newstime India, NSE, Sawaal India Ka, The Election Centre, The Village Voice, Yeh Film, Youth For Change, BJP, Facebook, AAP, CRPF, NDTV Convergence Limited, Flipboard Magazine,","India, Baba Ka Dhaaba, Banega Swasth India, Bano India, Delhi, Desh Pradesh, New Zealand, Kurukshetra, Mahindra, Davos, Paksh Vipaksh, California, US, BJP, Pulwama,",nan,2021-02-27 21:56:31.598410,"terror, ",No,https://www.ndtv.com/video/list/shows/india-vs-fake-news?hp
"U.N., Punjab National Bank, PNB, The Central Bureau of Investigation, CBI, The Enforcement Directorate, ED, Interpol, The Indian Government, Westminster Court, the UK, Home Office, A Westminster Magistrates Court, Hindu, BPF, Congress, Department of Revenue, AIADMK, PMK, BJP, T.N., HDK, THG PUBLISHING PVT LTD, Madras High Court, Govt, NSO, Cabinet, MNM, Centre for Science and Environment, Supreme Court, the Union of India, Pranab, Parliament, The Hindu, Dorseyâs Square, CDC Group, Equitas Holdings, Boeing, Indian National Congress, Young World Club,","India, Maldives, London, U.K., Alibaug, Mumbai, UK, Assam, Chamoli, Rajasthan, Anantapur, Vijayawada, Mysuru, Palakkad, Jammu, Tamil Nadu, DMK, Maharashtra, Hapur, Andhra Pradesh, U.S., Kerala, Coimbatore, Himachal, Vietnam, West Bengal, TN, Puducherry, China, Karnataka, Hyderabad, Bengaluru, Delhi, Madurai, Bihar, Sri Lanka,",nan,2021-02-27 22:10:55.311084,"money launder, ",No,https://www.thehindu.com/news/national/pnb-nirav-modi-case-chronology-of-events/article33932484.ece
"PNB, U.N., the Enforcement Directorate, the Punjab National Bank, ED, the Central Bureau of Investigation, CBI, Interpol, Brady House PNB, PMLA, Hindu, ENC, TTD, BPF, Congress, Department of Revenue, AIADMK, PMK, THG PUBLISHING PVT LTD, Madras High Court, Govt, NSO, Cabinet, MNM, Centre for Science and Environment, Supreme Court, the Union of India, Pranab, Parliament, The Hindu, Dorseyâs Square, CDC Group, Equitas Holdings, Boeing, Indian National Congress, Young World Club,","India, Maldives, New Delhi, London, New York, Mumbai, Kanipakam, taluk, Assam, Chamoli, Rajasthan, Anantapur, Jammu, Tamil Nadu, DMK, Maharashtra, Hapur, Andhra Pradesh, U.S., Kerala, Coimbatore, Himachal, Vietnam, West Bengal, TN, Puducherry, China, Iran, Syria, Iraq, U.K., Karnataka, Hyderabad, Bengaluru, Madurai, Bihar, Sri Lanka,",nan,2021-02-27 22:12:31.004917,"money launder, ",No,https://www.thehindu.com/news/national/nirav-modis-sister-brother-in-law-turn-approver-in-pnb-money-laundering-case/article33521368.ece
"NDTV, Samsung, NDTV 24x7, NDTV India, India Inc, India Inc's, Indie Film Club, City Express, Hindustan Times Leadership Summit, Nasdaq, NDTV Special, NDTV Tech Conclave, NDTV Yuva, NDTV-Fortis Health4U, News 360, Newstime India, NSE, Sawaal India Ka, The Election Centre, The Village Voice, Yeh Film, Youth For Change, BSP, NDTV Convergence Limited, Flipboard Magazine,","India, Baba Ka Dhaaba, Banega Swasth India, Bano India, Delhi, Desh Pradesh, New Zealand, Kurukshetra, Mahindra, Davos, Paksh Vipaksh, Uttar Pradesh, Manipur, UP, Bundelkhand, Azamgarh, Gorakhpur, Ayodhya, Kerala, Madurai, Assam,",nan,2021-02-27 22:37:59.302702,"terror, ",No,https://www.ndtv.com/video/list/shows/election-yatra?hp
"NDTV, Hindustan Times Leadership Summit, Samsung, NDTV 24x7, NDTV India, India Inc, India Inc's, Indie Film Club, City Express, Nasdaq, NDTV Special, NDTV Tech Conclave, NDTV Yuva, NDTV-Fortis Health4U, News 360, Newstime India, NSE, Sawaal India Ka, The Election Centre, The Village Voice, Yeh Film, Youth For Change, BJP, Finance, NDTV Convergence Limited, Flipboard Magazine,","India, Baba Ka Dhaaba, Banega Swasth India, Bano India, Delhi, Desh Pradesh, New Zealand, Kurukshetra, Mahindra, Davos, Paksh Vipaksh, Telangana, Andhra Pradesh, Amaravati, Britain, Punjab, Bengal, West Bengal,",nan,2021-02-27 22:52:45.277560,"terror, ",No,https://www.ndtv.com/video/list/shows/hindustan-times-leadership-summit?hp
"NDTV, the Supreme Court,","INDIA, India,",nan,2021-02-27 23:02:06.555861,"terror, ",No,https://www.ndtv.com/blog/avni-the-tigress-was-shot-dead-supreme-court-says-rules-were-followed-2379254
"NDTV, Bloomberg, Bank of America, Oxford University, Bank of America's, the National Stock Exchange of India Ltd., BSE Ltd., Gift, Morning Context, the Singapore Exchange Ltd., NSE, SGX, Bank for International Settlements, Bloomberg Opinion, Reuters Breakingviews, the Straits Times, ET NOW, Bloomberg News,","INDIA, Singapore, Gujarat, India, Gift City, London, Hong Kong, Dubai, Mumbai, Mexico, South Africa,",nan,2021-02-27 23:02:55.036114,"money launder, ",No,https://www.ndtv.com/opinion/modis-plan-to-make-a-singapore-in-gujarat-falls-flat-2375790
